ach,com,dpa_descan,dpa_despar,dpa_despro,eac,fen,frm,nam,objectid,plz,rgm,sol,tipo_mineral,tmm,ttm
600,NARANJAL,NARANJAL,NARANJAL,GUAYAS,INSCRITA,996642000000,EXPLORACION-EXPLOTACION,4297.1,2913,254,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,MACHUCA GRANDA ANDRES DAVID
12,GATAZO,RIOBAMBA,CALPI,CHIMBORAZO,INSCRITA,997160400000,EXPLOTACION,4348.1,2915,254,REGIMEN GENERAL,CONCESION MINERA,NO METALICO,PUZOLANA, UNION CEMENTERA NACIONAL UCEM S A
51.16,MURCIELAGOS VIZCAYA,ZARUMA,MALVAS,EL ORO,INSCRITA,995518800000,EXPLORACION-EXPLOTACION,439,2916,253,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, MURCIELAGOS GOLDCOOPER S.A. B.I.C.
62.56,CONFRATERNIDAD,ZARUMA,ZARUMA,EL ORO,INSCRITA,1273467600000,EXPLORACION-EXPLOTACION,446,2919,360,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, SOCIEDAD DE PRODUCCION MINERA PERLA DE DAUCAY PROMIPED SA
90,OMEGA,ZAMORA,ZAMORA (CABECERA CANTONAL),ZAMORA CHINCHIPE,INSCRITA,1275282000000,EXPLORACION-EXPLOTACION,4461,2920,360,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,FELDESPATO, EXPLOTACION MINERA DEL SUR EXPLOSUR C. A.
77.24,BARBASCO 1A,PORTOVELO,PORTOVELO   CANTON,EL ORO,INSCRITA,994741200000,EXPLORACION-EXPLOTACION,447,2921,253,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, ASOCIACION DE MINEROS AUTONOMOS BARBASCO 1
60,CALERITA SHOBOL,RIOBAMBA,SAN JUAN,CHIMBORAZO,INSCRITA,997160400000,EXPLOTACION,45,2922,254,REGIMEN GENERAL,CONCESION MINERA,NO METALICO,CALIZA, UNION CEMENTERA NACIONAL UCEM S A
30,LIMON PLAYA,ATAHUALPA,SAN JUAN DE CERRO AZUL,EL ORO,INSCRITA,998024400000,EXPLORACION INICIAL,452,2923,253,REGIMEN GENERAL,CONCESION MINERA,METALICO,ORO PLATA, ASOCIACION DE MINEROS AUTONOMOS LIMON PLAYA
9.08,MIRAFLORES DE GUANO,GUANO,SAN ANDRES,CHIMBORAZO,INSCRITA,824360400000,EXPLORACION-EXPLOTACION,4529,2924,43,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,ESCOBAR HERNANDEZ EMMA CATALINA
99,CUIQUILOMA,RIOBAMBA,SAN JUAN,CHIMBORAZO,INSCRITA,997160400000,EXPLORACION-EXPLOTACION,46,2925,255,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,CALIZA, UNION CEMENTERA NACIONAL UCEM S A
308,QUEBRADA FRIA,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1274158800000,EXPLORACION-EXPLOTACION,460,2926,255,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, COMPAÑIA MINERA UNION Y PROGRESO AUP CIA LTDA
360,LAS PARALELAS,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1274763600000,EXPLORACION-EXPLOTACION,462,2928,254,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, MINERA AGRIMROC S.A.
4.54,TENERIA 1,QUITO,PINTAG,PICHINCHA,INSCRITA,1007096400000,EXPLOTACION,4682,2929,138,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,BONILLA SALAZAR PEDRO LUIS
7.76,LILLY RAI,ZARUMA,ZARUMA,EL ORO,INSCRITA,1272344400000,EXPLORACION-EXPLOTACION,473,2930,360,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA,BLACIO TINOCO ANGEL JORGE
2110,CURIGEM 19,EL PANGUI,TUNDAYME,ZAMORA CHINCHIPE,INSCRITA,998542800000,EXPLORACION AVANZADA,4769,2932,256,GRAN MINERIA,CONCESION MINERA,METALICO,ORO PLATA COBRE, ECUACORRIENTE S.A.
18.7,MIRANDA ALTO,ZARUMA,ZARUMA,EL ORO,INSCRITA,934779600000,EXPLORACION-EXPLOTACION,481,2933,276,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA,BLACIO TINOCO ANGEL JORGE
80,EL FAIQUE,MACARA,MACARA,LOJA,INSCRITA,1151384400000,EXPLORACION-EXPLOTACION,485,2934,188,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, SOCIEDAD MINERA DE HECHO EL FAIQUE
210,LOS ANGELES 1,BAÑOS,RIO NEGRO,TUNGURAHUA,INSCRITA,837147600000,EXPLORACION-EXPLOTACION,4855.1,2935,134,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,MARMOL,MOLINA NUÑEZ JORGE GUILLERMO
48,POGGI,PORTO VIEJO,PICOAZA,MANABI,INSCRITA,1005627600000,EXPLOTACION,4886,2936,257,MEDIANA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,CASCAJO, CONSTRUCTORA CARLO POGGI BARBIERI
27,COMUNA CHIGUILPE,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,SANTO DOMINGO DE LOS TSACHILAS,TRAMITE,,,490126,2942,3,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GAD PROVINCIAL DE PICHINCHA
6,ALLURIQUIN,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,SANTO DOMINGO DE LOS TSACHILAS,TRAMITE,,,490328,2961,240,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GAD PROVINCIAL DE PICHINCHA
24.02,RIO TOACHI (COPETO 3),SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,SANTO DOMINGO DE LOS TSACHILAS,TRAMITE,,,490347,2968,240,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, GAD PROVINCIAL DE PICHINCHA
16,PRIMAVERA,SANTO DOMINGO,SANTO DOMINGO DE LOS COLORADOS,SANTO DOMINGO DE LOS TSACHILAS,TRAMITE,,,490407,2985,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
1.8,PINTAG HCPP,QUITO,PINTAG,PICHINCHA,TRAMITE,,,490418,2989,120,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARENA, GAD PROVINCIAL DE PICHINCHA
42,TRAMO 2,SANTO DOMINGO,LUZ DE AMERICA,SANTO DOMINGO DE LOS TSACHILAS,TRAMITE,,,490461,3010,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,, GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE SANTO DOMINGO DE LOS TSACHILAS
15,RIO BLANCO,SANTO DOMINGO,VALLE HERMOSO,SANTO DOMINGO DE LOS TSACHILAS,TRAMITE,,,490475,3017,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,CASCAJO, GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE SANTO DOMINGO DE LOS TSACHILAS
20,CONSUELO DE RIO BLANCO,PUERTO QUITO,PUERTO QUITO,PICHINCHA,INSCRITA,1536814800000,,490486,3021,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
28,EL TREINTA,ESMERALDAS,CHINCA,ESMERALDAS,INSCRITA,1441256400000,,490495,3025,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,RIPIO, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
14,PINGULMI,CAYAMBE,CANGAHUA,PICHINCHA,INSCRITA,1623992400000,,490504,3026,24,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARENA, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
62,PINGULMI 2,CAYAMBE,CANGAHUA,PICHINCHA,INSCRITA,1567659600000,,490516,3033,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
4,BLANQUITA,QUITO,PINTAG,PICHINCHA,INSCRITA,1403586000000,,490531,3045,98,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,CASCAJO,HAROESPINOSA BLANCA HILDAURA
6,MINA SAN MARCOS,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1348549200000,,490536,3047,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,MORILLO MARTINEZ MARCO IVAN
3,PIEDRA ROJA,QUITO,PINTAG,PICHINCHA,INSCRITA,1343710800000,,490538,3048,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,MARIANA DE JESUS VILATUÑA MORALES 
4,ATLANTIS,PUERTO QUITO,PUERTO QUITO,PICHINCHA,INSCRITA,1328850000000,,490540,3049,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,CASCAJO,ESPINOZA CARDENAS CESAR AUGUSTO
48,ZABALETA,TULCAN,TOBAR DONOSO (LA BOCANA DE CAMUMBI),CARCHI,TRAMITE,,,490548,3052,120,,MINERIA ARTESANAL,METALICO,ORO,TORRES MALDONADO MILTON HOMERO
3,FRANCISCO VICENTE QUINTEROS REALPE,RIO VERDE,MONTALVO (CABECERA EN HORQUETA),ESMERALDAS,INSCRITA,1389762000000,,490549,3053,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,QUINTERO REALPE FRANCISCO VICENTE
4,SAN LORENZO,SAN LORENZO,CALDERON,ESMERALDAS,TRAMITE,,,490552,3054,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,YELA PANTOJA  JOSE GUILLERMO
4,SAN ALFONSO,QUITO,PINTAG,PICHINCHA,INSCRITA,1401339600000,,490554,3055,104,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS, COOPERATIVA MINERA ARTESANAL SAN ALFONSO
6,EXPLOT.Y TRANSP.PETREOS PETROCLEMENTE,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1359522000000,,490555,3056,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,DAZA TREJO GERMANICO ALEJANDRO
6,LA ARENOSA,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1343883600000,,490561,3057,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,VACA RUIZ HECTOR IVAN
6,PALACARA,IBARRA,SALINAS,IMBABURA,INSCRITA,1351054800000,,490567,3060,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,VEGA VARELA LUIS OSWALDO
3,CAMPAÑA BAQUERO DIEGO BLADIMIR,CAYAMBE,CANGAHUA,PICHINCHA,INSCRITA,1341896400000,,490570,3062,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,CAMPAÑA BAQUERO   DIEGO BLADIMIR
6,PISQUE,QUITO,GUAYLLABAMBA,PICHINCHA,INSCRITA,1356584400000,,490616,3077,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,CACHIPUENDO GUASCOTA MARIA PASTORA
18,SAN RAFAEL 1,QUITO,CALDERON (CARAPUNGO),PICHINCHA,INSCRITA,1673845200000,EXPLORACION-EXPLOTACION,490642,3081,179,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,GUALOTO SIMBANA RAFAEL
2,SAN NICOLAS,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1350968400000,EXPLORACION-EXPLOTACION,490677,3088,157,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,FLORES MORENO SEGUNDO NICOLAS
4,SAN JOSE,MEJIA,MANUEL CORNEJO ASTORGA (TANDAPI),PICHINCHA,INSCRITA,1357794000000,,490683,3091,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,CASCAJO,BOHORQUEZ JARA JOSE
24,SIMON BOLIVAR,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PICHINCHA,INSCRITA,1617598800000,,490711,3102,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARENA, GAD PROVINCIAL DE PICHINCHA
4,SAN ANTONIO,COTACACHI,COTACACHI,IMBABURA,INSCRITA,1421125200000,,490718,3105,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,GUALSAQUI MORAN MARIA ELENA 
4,SUTIPETREOS,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1415768400000,,490729,3107,95,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ESTRADA YEPEZ EVELIN JOHANA
4,VIRACUCHA LLUMIQUINGA LUIS IVAN,QUITO,LLOA,PICHINCHA,INSCRITA,1358917200000,,490734,3110,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,VIRACUCHA LLUMIQUINGA LUIS IVAN 
3,SAN VICENTE,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1403586000000,EXPLORACION-EXPLOTACION,490735,3111,209,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,VACA MORALES CELSO ROLANDO
4,SAN FRANCISCO,COTACACHI,COTACACHI,IMBABURA,INSCRITA,1421125200000,,490736,3112,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,MORALES JATIVA JULIO CESAR
4,MEGATRANS,QUITO,PINTAG,PICHINCHA,INSCRITA,1358917200000,,490737,3113,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA, COMPAÑIA DE TRANSPORTE MEGATRANS S.A.
6,M RAMIREZ,BOLIVAR,BOLIVAR,CARCHI,INSCRITA,1359954000000,,490747,3117,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,RAMIREZ ANDRADE  NEURIO MARLON 
6,ALTO TAMBO,TULCAN,TOBAR DONOSO (LA BOCANA DE CAMUMBI),CARCHI,INSCRITA,1390194000000,,490795,3128,120,,MINERIA ARTESANAL,METALICO,ORO,CAMACHO VALDEZ DAYSI JANET
6,ESCA,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1416891600000,,490802,3129,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,CARDENAS RIVERA OLIMPO PATRICIO
6,MINA ALAVA,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1395637200000,,490803,3130,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ALAVA ALCIVAR  LUIS DAVID MARIO NOE 
4,DIREC,MEJIA,ALOAG,PICHINCHA,INSCRITA,1364360400000,,490804,3131,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,CAZA JACOME   DIEGO WILSON 
4,SULEMA 1,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1364187600000,,490806,3132,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ERNESTO FABIAN VILLAREAL TOBAR 
4,MINERA HORMAZA,ATACAMES,ATACAMES,ESMERALDAS,INSCRITA,1389762000000,,490816,3135,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,HORMAZA ZAMBRANO GRACIELA MERCEDES 
4,LA HONDONADA,QUITO,EL QUINCHE,PICHINCHA,INSCRITA,1366174800000,,490822,3138,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,TRUJILLO ARMAS CARLOS EUSTORGIO
4,SAN JOSE,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1362978000000,,490823,3139,36,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,SARANCI BONILLA FRANKLIN JOSE
4,PUEBLO VIEJO,QUITO,GUAYLLABAMBA,PICHINCHA,INSCRITA,1366606800000,,490825,3141,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,CHASI CEPEDA JORGE ENRIQUE 
4,MINERIA ARTESANAL SIERRA NORTE,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1364187600000,,490832,3142,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,SIERRA MENDEZ LUIS ERMEL
4,CHAVELITA,IBARRA,AMBUQUI,IMBABURA,TRAMITE,,,490848,3144,4,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,MOREJON CIFUENTES JORGE FABIAN
4,MONTESERRIN,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1366261200000,,490849,3145,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,BURGOS CULCHAN JOSE BOLIVAR
4,KARLITEX 1,ANTONIO ANTE,ATUNTAQUI,IMBABURA,INSCRITA,1374814800000,EXPLORACION-EXPLOTACION,490853,3147,300,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,ENCALADA LEON JAIME RAUL
4,ROMAN 1,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1375160400000,,490854,3148,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,CARVAJAL HERNANDEZ ROMAN ALVERTO
4,LOMA JARATA,QUITO,LLOA,PICHINCHA,INSCRITA,1367557200000,,490856,3149,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,REYES ASANZA CARLOS ENGELS
4,CONTRIBLOCK,COTACACHI,QUIROGA,IMBABURA,TRAMITE,,,490864,3153,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,,IRUA ENRIQUEZ JAIME AURELIO
2,RAMIRO,SAN MIGUEL DE URCUQUI,SAN BLAS,IMBABURA,INSCRITA,1391403600000,,490871,3157,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,BOLAÑOS SUAREZ  FAUSTO RAMIRO
4,EL PEDREGAL,IBARRA,CAROLINA,IMBABURA,INSCRITA,1372050000000,,490877,3162,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,IRUA VALVERDE EDISON HIPOLITO
4,JUAN FERNANDO,ANTONIO ANTE,SAN ROQUE,IMBABURA,INSCRITA,1388120400000,EXPLORACION-EXPLOTACION,490878,3163,300,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,MORALES HARO JUAN PATRICIO
6,FERNANDEZ,SAN MIGUEL DE URCUQUI,SAN BLAS,IMBABURA,INSCRITA,1406523600000,,490885,3165,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,FERNANDEZ VARGAS MIGUEL ANGEL
53,PINGULMI 3,CAYAMBE,CANGAHUA,PICHINCHA,INSCRITA,1576213200000,,490886,3166,48,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARENA, MINISTERIO DE TRANSPORTE Y OBRAS PUBLICAS
1.5,SAN PABLO 3,QUITO,SAN ANTONIO,PICHINCHA,INSCRITA,1401858000000,,490888,3167,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,PEREZ SALAS  MIGUEL ADRIAN
6,SAN JOSE,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1391403600000,,490889,3168,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,MORILLO NAVARRETE JOSE ABEL
4,SAN CARLOS,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1393563600000,,490890,3169,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,MORILLO MARTINEZ JUAN CARLOS
6,PIAVA CHUPA,COTACACHI,COTACACHI,IMBABURA,INSCRITA,1398229200000,,490921,3174,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,BARAHONA TORRES LUIS ANIBAL
6,SAN FERNANDO,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1396846800000,,490923,3175,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,LOZA YANEZ ALVARO FERNANDO 
6,MINA SANTIAGO,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1396846800000,,490924,3176,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,LOZA ALBUJA CHRISTIAN SANTIAGO
3,SAN MARCOS,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1392613200000,EXPLORACION-EXPLOTACION,490931,3177,161,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,TERAN GONZALES JULIO ALBERTO
6.75,SAN PABLO 1,QUITO,SAN ANTONIO,PICHINCHA,INSCRITA,1698728400000,EXPLORACION-EXPLOTACION,490938,3180,188,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,PEREZ SALAS MARIA ANAVELA
24,LUCRECIA,PEDRO MONCAYO,TOCACHI,PICHINCHA,INSCRITA,1737003600000,EXPLORACION-EXPLOTACION,490947,3184,180,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,SEVILLA ENRIQUE LUCRECIA ZENAIDA
4,CRISTINA,COTACACHI,QUIROGA,IMBABURA,INSCRITA,1391403600000,EXPLORACION-EXPLOTACION,490952,3188,178,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,ULQUIANGO FLORES CRISTINA ALEXANDRA
4,SOCIEDAD CIVIL MINERA LA HIGUERA,ANTONIO ANTE,SAN ROQUE,IMBABURA,INSCRITA,1391576400000,EXPLORACION-EXPLOTACION,490955,3189,194,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,MORILLO VALENZUELA ERMINSO IVAN
6,ESPERANZA,ESMERALDAS,CHINCA,ESMERALDAS,INSCRITA,1391403600000,,490956,3190,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,SAAVEDRA TELLO RUBEN DARIO
6,PETREOS GIOVANNA,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1389762000000,,490958,3191,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,CASTILLO TORRES GIOVANNA ELIZABETH
6,NEGRITAL EL VIEJO,ELOY ALFARO,TIMBIRE,ESMERALDAS,INSCRITA,1391403600000,,490960,3192,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,RODRIGUEZ COROZO  ALDO DEMETRIO
4,SAN JANCITO,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PICHINCHA,INSCRITA,1392094800000,,491033,3194,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,PILLA SALAN SEGUNDO EDUARDO
41,LA CHIMBA,CAYAMBE,OLMEDO (PESILLO),PICHINCHA,INSCRITA,1576731600000,,491042,3197,36,,LIBRE APROVECHAMIENTO,MATERIAL DE CONSTRUCCION,ARENA, GAD PROVINCIAL DE PICHINCHA
3,MAGDALENA,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PICHINCHA,INSCRITA,1507784400000,,491045,3199,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,SANTAMARIA RICARDO
6,EDISON,IBARRA,AMBUQUI,IMBABURA,INSCRITA,1406610000000,,491055,3204,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,MORILLO MARTINEZ EDISON JAVIER 
6,ASOCIACION DE MINEROS EL RENACER,ESMERALDAS,5 DE AGOSTO,ESMERALDAS,INSCRITA,1395205200000,,491060,3206,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,SEGURA VELA JIMMY XAVIER
4,SAN FRANCISCO,CAYAMBE,OLMEDO (PESILLO),PICHINCHA,INSCRITA,1734930000000,,491075,3207,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,SALGADO MENDEZ  MANUEL AURELIO
6,MINA VALENCIA,ESMERALDAS,TACHINA,ESMERALDAS,INSCRITA,1400216400000,,491076,3208,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,VALENCIA RESABALA  JORGE DAVID
6,CESAR JULIO,PEDRO VICENTE MALDONADO,PEDRO VICENTE MALDONADO,PICHINCHA,INSCRITA,1396414800000,,491088,3211,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,PEREZ ZUNIGA CESAR JULIO
6,SAN MARCOS,PEDRO MONCAYO,TOCACHI,PICHINCHA,INSCRITA,1395378000000,,491096,3214,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,CHICAIZA IMBAQUINGO   SEGUNDO RAMON
6,SAN HERNAN,PEDRO MONCAYO,TOCACHI,PICHINCHA,INSCRITA,1397451600000,,491097,3215,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,PERALTA ARIAS JORGE HERNAN
1,SAN LUIS,QUITO,PINTAG,PICHINCHA,INSCRITA,1394254800000,,491099,3216,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,GARCIA HARO LUIS HITHLER
4,CANTERA SIGSICUNGA,QUITO,SAN JOSE DE MINAS,PICHINCHA,INSCRITA,1395637200000,,491100,3217,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,LOPEZ LOPEZ DANILO NAPOLEON
4.34,FAVITO,QUITO,SAN ANTONIO,PICHINCHA,INSCRITA,1402030800000,,491101,3218,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARENA,CEVALLOS TORRES  FAUSTO ENRIQUE
6,ZOILA,MEJIA,MACHACHI,PICHINCHA,INSCRITA,1396242000000,,491103,3219,120,,MINERIA ARTESANAL,NO METALICO,PIEDRA POMEZ,ILER ZAPATA ZOILA MARIA
4,MI RECINTO,MUISNE,GALERA,ESMERALDAS,TRAMITE,,,491135,3222,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,NARVAEZ LAGOS  LUIS EFREN
6,FABIANA,QUININDE,QUININDE,ESMERALDAS,INSCRITA,1395637200000,,491137,3223,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,INTRIAGO VITERI MARIA EUGENIA
4,PREMACON 1,IBARRA,CARANQUI,IMBABURA,INSCRITA,1398402000000,,491146,3226,120,,MINERIA ARTESANAL,MATERIAL DE CONSTRUCCION,ARIDOS Y PETREOS,REYES AREVALO MARCELO XAVIER
