ach,com,dpa_descan,dpa_despar,dpa_despro,eac,fen,frm,nam,objectid,plz,rgm,sol,tipo_mineral,tmm,ttm
31,MAC,SANTA ISABEL,SANTA ISABEL,AZUAY,INSCRITA,1276146000000,EXPLORACION-EXPLOTACION,101901,105,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,LLIVIGAÑAY BONILLA MARIA DEL CARMEN
14,SANTA ELENA,CUENCA,LLACAO,AZUAY,INSCRITA,1276146000000,EXPLORACION-EXPLOTACION,101903,106,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,VINTIMILLA MALO BERNARDO JOSE
6,RIO NEGRO,SEVILLA DE ORO,AMALUZA,AZUAY,INSCRITA,1272603600000,EXPLOTACION,101908,107,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,ARCE RIVERA  LUIS FRANCISCO
192.25,FICT1,NARANJAL,NARANJAL,GUAYAS,INSCRITA,1083733200000,EXPLORACION-EXPLOTACION,101910,108,287,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, ESCUELA SUPERIOR POLITECNICA DEL LITORAL ESPOL
169,TRES BANDERAS,PONCE ENRIQUEZ,CARMEN DE PIJILI,AZUAY,INSCRITA,1271653200000,EXPLORACION-EXPLOTACION,101949,110,263,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, COLORADO MINING COLMINING S.A.
4,REINA DEL CISNE 2,SANTA ISABEL,SANTA ISABEL,AZUAY,INSCRITA,1307509200000,EXPLOTACION,101952,111,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,ESPINOZA REYES ESTHER SORAIDA
52,SAUCAY,CUENCA,CHECA (JIDCAY) ,AZUAY,INSCRITA,1276146000000,EXPLOTACION,101960,112,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,CORDERO MOSCOSO JOSE ANTONIO
10,LA VICTORIA I,PAUTE,SAN CRISTOBAL (CARLOS ORDOÑES LAZO),AZUAY,INSCRITA,1275022800000,EXPLORACION-EXPLOTACION,101969,113,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, HORMICRETO CIA. LTDA.
4,PLAYA 1,CUENCA,NULTI,AZUAY,INSCRITA,1272430800000,EXPLOTACION,101973,115,295,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,ARICHABALA ARICHABALA RAUL
16,RECREO U,LA TRONCAL,LA TRONCAL,CAÑAR,INSCRITA,1275368400000,EXPLORACION-EXPLOTACION,101982,117,60,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,CADME CARDENAS ANGEL GUSTAVO
18,RECREO W,LA TRONCAL,LA TRONCAL,CAÑAR,INSCRITA,1272430800000,EXPLORACION-EXPLOTACION,101983,118,60,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,CADME CARDENAS ANGEL GUSTAVO
24,RECREO X,LA TRONCAL,LA TRONCAL,CAÑAR,INSCRITA,1275368400000,EXPLORACION-EXPLOTACION,101984,119,60,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,CADME CARDENAS ANGEL GUSTAVO
24,RECREO Y,LA TRONCAL,LA TRONCAL,CAÑAR,INSCRITA,1273467600000,EXPLORACION-EXPLOTACION,101985,120,60,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,CADME CARDENAS ANGEL GUSTAVO
24,RECREO Z,LA TRONCAL,LA TRONCAL,CAÑAR,INSCRITA,1273467600000,EXPLORACION-EXPLOTACION,101986,121,60,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,SANCHEZ NEIRA JORGE TEODORO
6,VICTORIA II,PAUTE,SAN CRISTOBAL (CARLOS ORDOÑES LAZO),AZUAY,INSCRITA,1275022800000,EXPLORACION-EXPLOTACION,101993,122,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, HORMICRETO CIA. LTDA.
4,SANTA LUCIA,CUENCA,LLACAO,AZUAY,INSCRITA,1276146000000,EXPLORACION-EXPLOTACION,102006,123,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,VINTIMILLA MALO BERNARDO JOSE
2153,CINCOCA 1,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1100062800000,EXPLORACION-EXPLOTACION,102009,124,293,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, MINERA AGRIMROC S.A.
67,BIBLICAY,AZOGUES,AZOGUES,CAÑAR,INSCRITA,1275022800000,EXPLORACION-EXPLOTACION,102014,125,266,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,CAOLIN, FUENLABRADA CIA. LTDA.
6,NUNGACHU 1,SANTIAGO,CHUPIANZA,MORONA SANTIAGO,INSCRITA,1043902800000,EXPLORACION INICIAL,102022,127,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,VANEGAS RUIZ SEGUNDO OSWALDO
9,LOS ALAMOS,CUENCA,VICTORIA DEL PORTETE (IRQUIS),AZUAY,INSCRITA,1276837200000,EXPLORACION-EXPLOTACION,102030,128,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,CASCAJO,VELEZ BERREZUETA JORGE EFRAIN
281,SANTA SUSANA,LIMON INDANZA,SANTA SUSANA DE CHIVIAZA (CAB. EN CHIVIAZA),MORONA SANTIAGO,INSCRITA,1029819600000,EXPLORACION-EXPLOTACION,102033,129,266,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA, FUENLABRADA CIA. LTDA.
2,VICTORIA,PAUTE,SAN CRISTOBAL (CARLOS ORDOÑES LAZO),AZUAY,INSCRITA,1275022800000,EXPLORACION-EXPLOTACION,102039,130,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, HORMICRETO CIA. LTDA.
14,RANCHO GRANDE,GUALACEO,GUALACEO,AZUAY,INSCRITA,1277182800000,EXPLORACION-EXPLOTACION,102041,131,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,VAZQUEZ GALARZA HUGO ENRIQUE
20,JUAN 23,CHORDELEG,CHORDELEG,AZUAY,INSCRITA,1275022800000,EXPLORACION-EXPLOTACION,102043,132,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,LOPEZ CANDO MIGUEL ANGEL 
12,CICILIA,CHORDELEG,CHORDELEG,AZUAY,INSCRITA,1275022800000,EXPLORACION-EXPLOTACION,102045,133,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,LOPEZ CANDO MIGUEL ANGEL 
7,EL ARENAL,GUALACEO,SAN JUAN,AZUAY,INSCRITA,1273467600000,EXPLOTACION,102050,134,269,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,RODRIGUEZ PACHECO NESTOR GONZALO
29,RIO VERDE,GUALACEO,SAN JUAN,AZUAY,INSCRITA,1273467600000,EXPLOTACION,102051,135,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,RODRIGUEZ PACHECO NESTOR GONZALO
36,EL VALLE PERDIDO,CHORDELEG,CHORDELEG,AZUAY,INSCRITA,1273467600000,EXPLOTACION,102052,136,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,RODRIGUEZ PACHECO NESTOR GONZALO
16,NALLIG,GUALACEO,GUALACEO,AZUAY,INSCRITA,1276750800000,EXPLORACION-EXPLOTACION,102055,137,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,PAEZ RODRIGUEZ JORGE AUGUSTO
1,JUNIOR 1,GUALACEO,SAN JUAN,AZUAY,INSCRITA,1275627600000,EXPLORACION-EXPLOTACION,102056,138,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,LOPEZ MURILLO  FAUSTO SAMUEL
21,BONANZA,CUENCA,CUMBE,AZUAY,INSCRITA,1274850000000,EXPLORACION-EXPLOTACION,102074,140,267,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,CAOLIN, ITALPISOS SA
29,DORADA,MORONA,MACAS,MORONA SANTIAGO,TRAMITE,,EXPLORACION INICIAL,102102,141,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,LITUMA SERRANO JAIME FERNANDO
9,DORADA 3,LOGROÑO,LOGROÑO,MORONA SANTIAGO,INSCRITA,1105678800000,EXPLORACION-EXPLOTACION,102104,143,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,LITUMA SERRANO JAIME FERNANDO
8,SAN ANDRES,GUALACEO,GUALACEO,AZUAY,INSCRITA,1275627600000,EXPLOTACION,102111,144,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,CANDO MERCHAN CARLOS TARQUINO
26,JHON BAIDAL,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1276837200000,EXPLOTACION,102116,146,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,BAIDAL RAMIREZ JUAN GUILLERMO
26,RANCHO GRANDE 1,GUALACEO,GUALACEO,AZUAY,INSCRITA,1276837200000,EXPLORACION-EXPLOTACION,102117,147,267,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,VAZQUEZ GALARZA HUGO ENRIQUE
10,DORADA 4,SUCUA,SUCUA,MORONA SANTIAGO,INSCRITA,1100235600000,EXPLORACION INICIAL,102120,148,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,LITUMA SERRANO JAIME FERNANDO
24,JESSY,GUALACEO,SAN JUAN,AZUAY,INSCRITA,1276837200000,EXPLORACION-EXPLOTACION,102124,150,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,ASTUDILLO OCHOA  RAFAEL CRISTOBAL
150,RESCATE 3,SANTIAGO,CHUPIANZA,MORONA SANTIAGO,INSCRITA,1043125200000,EXPLOTACION,102161,152,272,REGIMEN GENERAL,CONCESION MINERA,NO METALICO,CALIZA, UNION CEMENTERA NACIONAL UCEM S A
18,JORDAN,SEVILLA DE ORO,PALMAS,AZUAY,INSCRITA,1273208400000,EXPLOTACION,102163,153,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,GARAY CORDOVA CESAR ALONSO
39,ANA BELEN,CUENCA,LLACAO,AZUAY,INSCRITA,1276146000000,EXPLORACION-EXPLOTACION,102172,155,278,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,FELDESPATO,VINTIMILLA MALO BERNARDO JOSE
48,LA DOLOROSA 1,CUENCA,SANTA ANA,AZUAY,INSCRITA,1273208400000,EXPLORACION-EXPLOTACION,102193,156,274,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA   FELDESPATO, EXPLOTACION MINERA DEL SUR EXPLOSUR C. A.
68,SAN SEBASTIAN,SIGSIG,SIGSIG,AZUAY,INSCRITA,1276837200000,EXPLORACION-EXPLOTACION,102203,158,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,NUGRA MOROCHO JUANITO HERMES
1998,SAN CARLOS,SAN JUAN BOSCO,SAN CARLOS DE LIMON,MORONA SANTIAGO,INSCRITA,1044594000000,EXPLORACION AVANZADA,102211,160,274,GRAN MINERIA,CONCESION MINERA,METALICO,COBRE, EXPLORCOBRES S.A.
1198,PANANTZA,LIMON INDANZA,SAN MIGUEL DE CONCHAY,MORONA SANTIAGO,INSCRITA,1044594000000,EXPLORACION AVANZADA,102212,161,274,GRAN MINERIA,CONCESION MINERA,METALICO,COBRE, EXPLORCOBRES S.A.
42,LA TARABITA,SANTA ISABEL,SANTA ISABEL,AZUAY,INSCRITA,1095224400000,EXPLORACION-EXPLOTACION,102216,162,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,BRAVO QUIZHPE ESTHELA GENOVEVA
2440,TIXXAY,CUENCA,MOLLETURO,AZUAY,INSCRITA,1274763600000,EXPLORACION-EXPLOTACION,102230,164,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, WAXEDY S.A
34,SHIRINCAY,AZOGUES,LUIS CORDERO,CAÑAR,INSCRITA,1053493200000,EXPLORACION-EXPLOTACION,102236,165,276,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA, HORMICRETO CIA. LTDA.
5,NUEVO TAMBO BURGAY,BIBLIAN,JERUSALEN,CAÑAR,INSCRITA,1273208400000,EXPLOTACION,102247,169,282,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,CALLE CALLE ARCENIO MARIA
44,TIWINZA 1,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1272344400000,EXPLORACION-EXPLOTACION,102254,170,294,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, MINERA AGRIMROC S.A.
46,BUENOS HERMANOS,EL TAMBO,EL TAMBO,CAÑAR,INSCRITA,1279774800000,EXPLORACION-EXPLOTACION,102267,171,291,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,,MAYANCELA GUAMAN MANUEL
10,CHALLIYACU,CUENCA,NULTI,AZUAY,INSCRITA,1274418000000,EXPLORACION-EXPLOTACION,102269,172,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,ARICHABALA ARICHABALA RAUL
15,RAUL 2,SANTA ISABEL,SANTA ISABEL,AZUAY,INSCRITA,1273122000000,EXPLORACION-EXPLOTACION,102274,173,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO, COMPAÑIA RODAS & YANEZ RODYAN CIA. LTDA.
120,8 DE ENERO,PONCE ENRIQUEZ,CARMEN DE PIJILI,AZUAY,INSCRITA,1272344400000,EXPLORACION-EXPLOTACION,102275,174,282,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, MINERA LUZ Y GUIA MILUZ S.A.
898,PANANTZA 2,SAN JUAN BOSCO,SANTIAGO DE PANANZA,MORONA SANTIAGO,INSCRITA,1070427600000,EXPLORACION AVANZADA,102278,175,284,GRAN MINERIA,CONCESION MINERA,METALICO,COBRE, EXPLORCOBRES S.A.
75,LA PAZ 1,NABON,LAS NIEVES (CHAYA),AZUAY,INSCRITA,1066971600000,EXPLORACION-EXPLOTACION,102294,177,280,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA   FELDESPATO, COMPANIA DE INVESTIGACION Y EXPLOTACION MINERA EXPLOMINAS S.A.
50,EL ARENAL 3,GUALAQUIZA,BOMBOIZA,MORONA SANTIAGO,INSCRITA,1069218000000,EXPLORACION INICIAL,102297,178,282,REGIMEN GENERAL,CONCESION MINERA,METALICO,ORO, KURIETSA SA EN LIQUIDACION
24,PATACOCHA,PUCARA,PUCARA,AZUAY,INSCRITA,1092286800000,EXPLORACION-EXPLOTACION,102301,179,291,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,FELDESPATO, FUENLABRADA CIA. LTDA.
19,BUENA AVENTURA,CUENCA,SININCAY,AZUAY,INSCRITA,1071464400000,EXPLORACION-EXPLOTACION,102305,180,282,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,CAOLIN, SUCESION INDIVISA DE LOS HEREDEROS DE RUBEN VIRGILIO CABRERA MEDINA
120,ATAR1,BIBLIAN,BIBLIAN,CAÑAR,INSCRITA,1070946000000,EXPLORACION-EXPLOTACION,102314,181,283,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,FELDESPATO, FUENLABRADA CIA. LTDA.
8,OSA MENOR,GIRON,GIRON,AZUAY,INSCRITA,1272949200000,EXPLORACION-EXPLOTACION,102316,182,283,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,FELDESPATO, FUENLABRADA CIA. LTDA.
17,MARY ELENA,GUALAQUIZA,GUALAQUIZA,MORONA SANTIAGO,INSCRITA,1076302800000,EXPLORACION-EXPLOTACION,102317,183,284,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,CALIZA, LAWDAN Y ASOCIADOS
900,GANARIN WP,SANTA ISABEL,SANTA ISABEL,AZUAY,INSCRITA,1272862800000,EXPLORACION-EXPLOTACION,102318,184,285,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, DOBLONECUADOR S.A.
10,RIO JUBONES,SANTA ISABEL,SANTA ISABEL,AZUAY,INSCRITA,1274763600000,EXPLORACION-EXPLOTACION,102320,185,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,QUEZADA DURAN LUIS GILBERTO
887,ROLANDO,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1169614800000,EXPLORACION-EXPLOTACION,102323,186,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, COMPAÑIA MILROMER S.A.
4,EL TIGRE 1,GUALACEO,JADAN,AZUAY,INSCRITA,1082091600000,EXPLORACION-EXPLOTACION,102324,187,254,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA   FELDESPATO, COMPANIA DE INVESTIGACION Y EXPLOTACION MINERA EXPLOMINAS S.A.
45,SAUCAY 1,BIBLIAN,NAZON (CAB. EN PAMPA DE DOMINGUEZ),CAÑAR,INSCRITA,1083214800000,EXPLORACION-EXPLOTACION,102336,188,287,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,,CORDERO MOSCOSO JOSE ANTONIO
6,ESCORPION 1,PUCARA,PUCARA,AZUAY,INSCRITA,1273208400000,EXPLORACION INICIAL,102354,189,287,REGIMEN GENERAL,CONCESION MINERA,NO METALICO,FELDESPATO, COMPANIA DE INVESTIGACION Y EXPLOTACION MINERA EXPLOMINAS S.A.
113,SILVIA,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1093237200000,EXPLORACION INICIAL,102362,190,291,REGIMEN GENERAL,CONCESION MINERA,METALICO,ORO PLATA,HERRERA VALDIVIESO LUIS GUILLERMO
22,ZHUMIR ALTO,PAUTE,PAUTE,AZUAY,INSCRITA,1275022800000,EXPLOTACION,102363,191,288,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA   FELDESPATO, FUENLABRADA CIA. LTDA.
6,ZHUMIR BAJO,PAUTE,PAUTE,AZUAY,INSCRITA,1272949200000,EXPLORACION-EXPLOTACION,102364,192,289,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA   FELDESPATO, FUENLABRADA CIA. LTDA.
28,SAN JUANPAMBA,PAUTE,PAUTE,AZUAY,INSCRITA,1089694800000,EXPLOTACION,102365,193,291,MEDIANA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA, C&M CIA. LTDA.
184,ROSSANA,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1128661200000,EXPLORACION-EXPLOTACION,102368,194,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA,NUÑEZ NICOLTA JUAN FRANCISCO
600,MACARENA,PUCARA,PUCARA,AZUAY,INSCRITA,1273122000000,EXPLORACION-EXPLOTACION,102370,195,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, MINERA AGRIMROC S.A.
1,RODRIGO 1,LA TRONCAL,MANUEL J. CALLE,CAÑAR,INSCRITA,1273467600000,EXPLORACION-EXPLOTACION,102378,196,60,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,CADME CARDENAS JORGE ERNESTO
56,JUBONES LAS JUNTAS,SANTA ISABEL,SANTA ISABEL,AZUAY,INSCRITA,1092805200000,EXPLORACION-EXPLOTACION,102380,197,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,SANMARTIN VINTIMILLA SEGUNDO MANUEL
956,ARENAL,GUALAQUIZA,BOMBOIZA,MORONA SANTIAGO,INSCRITA,1094706000000,EXPLORACION-EXPLOTACION,102399,201,194,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, KURINUUA S.A.
17,PRIMERO DE JULIO,CUENCA,CUENCA,AZUAY,INSCRITA,1090904400000,EXPLORACION INICIAL,102409,204,290,GRAN MINERIA,CONCESION MINERA,NO METALICO,ARCILLA, CONDOMINIO MINERO PRIMERO DE JULIO
8,SANTIAGO 1,CUENCA,NULTI,AZUAY,INSCRITA,1273035600000,EXPLORACION-EXPLOTACION,102415,205,291,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA, FUENLABRADA CIA. LTDA.
7,LA HUECA 5,SUCUA,SUCUA,MORONA SANTIAGO,INSCRITA,1273208400000,EXPLORACION,102428,208,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,PAZAN REYES WALTER GERARDO
22,EL DESCUIDO,PONCE ENRIQUEZ,PONCE ENRIQUEZ,AZUAY,INSCRITA,1273467600000,EXPLORACION INICIAL,102429,209,295,REGIMEN GENERAL,CONCESION MINERA,METALICO,ORO,HERRERA VALDIVIESO LUIS GUILLERMO
42,MATHEO,CUENCA,CHECA (JIDCAY) ,AZUAY,INSCRITA,1272949200000,EXPLORACION-EXPLOTACION,102437,213,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,FELDESPATO, FUENLABRADA CIA. LTDA.
183,GOLD STAR,GUALAQUIZA,GUALAQUIZA,MORONA SANTIAGO,INSCRITA,1103691600000,EXPLORACION-EXPLOTACION,102439,214,295,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,ESPARZA ALVARADO JORGE RODRIGO
61,EL HURACAN,GUALAQUIZA,CHIGUINDA,MORONA SANTIAGO,INSCRITA,1103691600000,EXPLORACION-EXPLOTACION,102449,215,294,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,ESPARZA ALVARADO JORGE RODRIGO
600,SOMIBER,PUCARA,PUCARA,AZUAY,INSCRITA,1643605200000,EXPLORACION-EXPLOTACION,102452,216,167,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, COMPAÑIA MINERA SOMIBER S.A.
60,HUACAPAMBA,SEVILLA DE ORO,PALMAS,AZUAY,INSCRITA,1276837200000,EXPLORACION-EXPLOTACION,102453,217,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,CABRERA MEDINA  SEGUNDO GARDO
538,EL GRAN CHAPARRAL,CUENCA,CHAUCHA,AZUAY,INSCRITA,1275627600000,EXPLORACION-EXPLOTACION,102466,219,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,BRAVO ASTUDILLO HERNAN SANTIAGO
57,LA UNION,SIGSIG,SIGSIG,AZUAY,INSCRITA,1276837200000,EXPLORACION-EXPLOTACION,102470,220,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,NUGRA MOROCHO JUANITO HERMES
665,VIRGEN DE LA NUBE 1,PUCARA,PUCARA,AZUAY,INSCRITA,1274763600000,EXPLORACION-EXPLOTACION,102471,221,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA,PARRA DELGADO HOLGUER EFRAIN
227,DAYANARA,LIMON INDANZA,YUNGANZA EL ROSARIO,MORONA SANTIAGO,INSCRITA,1112850000000,EXPLORACION-EXPLOTACION,102478,223,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,QUEZADA PATINO FELIPE GONZALO
12,FV1,CUENCA,VALLE,AZUAY,INSCRITA,1272949200000,EXPLORACION-EXPLOTACION,102480,224,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA, FUENLABRADA CIA. LTDA.
15,FV2,CUENCA,VALLE,AZUAY,INSCRITA,1272949200000,EXPLORACION-EXPLOTACION,102481,225,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA, FUENLABRADA CIA. LTDA.
16,FV3,CUENCA,VALLE,AZUAY,INSCRITA,1272949200000,EXPLOTACION,102482,226,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA, FUENLABRADA CIA. LTDA.
12,SHIÑAN,SANTA ISABEL,SANTA ISABEL,AZUAY,INSCRITA,1125291600000,EXPLOTACION,102484,227,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,REDROVAN CASTILLO SEGUNDO RAUL
109,COCHAS,CUENCA,PACCHA,AZUAY,INSCRITA,1272949200000,EXPLORACION-EXPLOTACION,102490,228,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,ARCILLA, FUENLABRADA CIA. LTDA.
68,PLAN  A,GUALACEO,JADAN,AZUAY,INSCRITA,1273035600000,EXPLORACION-EXPLOTACION,102495,229,300,PEQUEÑA MINERIA,CONCESION MINERA,NO METALICO,FELDESPATO, FUENLABRADA CIA. LTDA.
2300,SHYRI NW,SANTA ISABEL,ZHAGLLI  (SHAGLLI),AZUAY,INSCRITA,1123045200000,EXPLORACION-EXPLOTACION,102497,230,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO PLATA, VETASGRANDES MINING SA
43,EL EMBALSE,PAUTE,TOMEBAMBA,AZUAY,INSCRITA,1276837200000,EXPLOTACION,102504,233,360,REGIMEN GENERAL,CONCESION MINERA,MATERIAL DE CONSTRUCCION,PIEDRA DE RIO,VIVAR VELEZ GIL GERMAN
8,JUNIOR,GUALACEO,SAN JUAN,AZUAY,INSCRITA,1300078800000,EXPLORACION-EXPLOTACION,102518,238,360,PEQUEÑA MINERIA,CONCESION MINERA,MATERIAL DE CONSTRUCCION,ARENA,LOPEZ MURILLO SAMUEL
71,DAYANARA DOS,LIMON INDANZA,YUNGANZA EL ROSARIO,MORONA SANTIAGO,INSCRITA,1124686800000,EXPLORACION-EXPLOTACION,102523,240,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,CARCHI RAMON JORGE EMILIANO
24,DASGOY,GUALAQUIZA,BOMBOIZA,MORONA SANTIAGO,INSCRITA,1124341200000,EXPLORACION-EXPLOTACION,102525,241,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO, SURI MINING CIA. LTDA.
126,LA VICENTINA 1,SANTIAGO,COPAL,MORONA SANTIAGO,INSCRITA,1125550800000,EXPLORACION-EXPLOTACION,102527,243,300,PEQUEÑA MINERIA,CONCESION MINERA,METALICO,ORO,SANCHEZ JERVES CRISTIAN AUGUSTO
